,school_district,Zip_code,Rank,State
4244,BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,07920,137.0,New Jersey
4249,BERKELEY HEIGHTS TOWNSHIP SCHOOL DISTRICT,07922,99.0,New Jersey
4250,NEW PROVIDENCE BOROUGH SCHOOL DISTRICT,07922,79.0,New Jersey
4251,SOMERSET HILLS REGIONAL SCHOOL DISTRICT,07924,118.0,New Jersey
4255,HANOVER TOWNSHIP SCHOOL DISTRICT,07927,218.0,Massachusetts
4256,THE SCHOOL DISTRICT OF THE CHATHAMS,07928,28.0,New Jersey
4262,MOUNT OLIVE TOWNSHIP SCHOOL DISTRICT,07930,160.0,New Jersey
4265,SOMERSET HILLS REGIONAL SCHOOL DISTRICT,07931,118.0,New Jersey
4267,BERNARDS TOWNSHIP SCHOOL DISTRICT,07931,13.0,New Jersey
4271,THE SCHOOL DISTRICT OF THE CHATHAMS,07932,28.0,New Jersey
4274,MADISON BOROUGH SCHOOL DISTRICT,07932,60.0,New Jersey
4277,SOMERSET HILLS REGIONAL SCHOOL DISTRICT,07934,118.0,New Jersey
4281,THE SCHOOL DISTRICT OF THE CHATHAMS,07935,28.0,New Jersey
4286,PARSIPPANY-TROY HILLS TOWNSHIP SCHOOL DISTRICT,07936,266.0,New Jersey
4287,BERNARDS TOWNSHIP SCHOOL DISTRICT,07939,13.0,New Jersey
4288,THE SCHOOL DISTRICT OF THE CHATHAMS,07940,28.0,New Jersey
4291,MADISON BOROUGH SCHOOL DISTRICT,07940,60.0,New Jersey
4297,RANDOLPH TOWNSHIP SCHOOL DISTRICT,07945,223.0,New Jersey
4303,HANOVER TOWNSHIP SCHOOL DISTRICT,07950,218.0,Massachusetts
4307,PARSIPPANY-TROY HILLS TOWNSHIP SCHOOL DISTRICT,07950,266.0,New Jersey
4308,THE SCHOOL DISTRICT OF THE CHATHAMS,07960,28.0,New Jersey
4311,HANOVER TOWNSHIP SCHOOL DISTRICT,07960,218.0,Massachusetts
4315,PARSIPPANY-TROY HILLS TOWNSHIP SCHOOL DISTRICT,07960,266.0,New Jersey
4321,BERKELEY HEIGHTS TOWNSHIP SCHOOL DISTRICT,07974,99.0,New Jersey
4322,NEW PROVIDENCE BOROUGH SCHOOL DISTRICT,07974,79.0,New Jersey
4324,SOMERSET HILLS REGIONAL SCHOOL DISTRICT,07977,118.0,New Jersey
4331,HANOVER TOWNSHIP SCHOOL DISTRICT,07981,218.0,Massachusetts
4333,CHERRY HILL TOWNSHIP SCHOOL DISTRICT,08002,411.0,New Jersey
4335,CHERRY HILL TOWNSHIP SCHOOL DISTRICT,08003,411.0,New Jersey
4349,BARRINGTON BOROUGH SCHOOL DISTRICT,08007,115.0,Rhode Island
4351,HADDON HEIGHTS BOROUGH SCHOOL DISTRICT,08007,347.0,New Jersey
4365,BURLINGTON TOWNSHIP SCHOOL DISTRICT,08010,495.0,Massachusetts
4377,BURLINGTON TOWNSHIP SCHOOL DISTRICT,08016,495.0,Massachusetts
4380,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08016,285.0,Pennsylvania
4381,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08016,471.0,Pennsylvania
4390,EAST GREENWICH TOWNSHIP SCHOOL DISTRICT,08020,236.0,Rhode Island
4391,KINGSWAY REGIONAL SCHOOL DISTRICT,08020,427.0,New Jersey
4403,MANSFIELD TOWNSHIP SCHOOL DISTRICT,08022,204.0,Massachusetts
4405,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08022,285.0,Pennsylvania
4406,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08022,471.0,Pennsylvania
4411,EAST GREENWICH TOWNSHIP SCHOOL DISTRICT,08027,236.0,Rhode Island
4413,KINGSWAY REGIONAL SCHOOL DISTRICT,08027,427.0,New Jersey
4414,CLAYTON BOROUGH SCHOOL DISTRICT,08028,162.0,Missouri
4428,BARRINGTON BOROUGH SCHOOL DISTRICT,08033,115.0,Rhode Island
4429,CHERRY HILL TOWNSHIP SCHOOL DISTRICT,08033,411.0,New Jersey
4430,HADDON HEIGHTS BOROUGH SCHOOL DISTRICT,08033,347.0,New Jersey
4432,HADDONFIELD BOROUGH SCHOOL DISTRICT,08033,86.0,New Jersey
4434,CHERRY HILL TOWNSHIP SCHOOL DISTRICT,08034,411.0,New Jersey
4435,BARRINGTON BOROUGH SCHOOL DISTRICT,08035,115.0,Rhode Island
4436,HADDON HEIGHTS BOROUGH SCHOOL DISTRICT,08035,347.0,New Jersey
4441,HAMILTON TOWNSHIP SCHOOL DISTRICT,08037,241.0,Wisconsin
4446,KINGSWAY REGIONAL SCHOOL DISTRICT,08039,427.0,New Jersey
4449,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08041,285.0,Pennsylvania
4450,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08041,471.0,Pennsylvania
4454,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08042,285.0,Pennsylvania
4455,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08042,471.0,Pennsylvania
4481,MOORESTOWN TOWNSHIP SCHOOL DISTRICT,08054,303.0,New Jersey
4487,EAST GREENWICH TOWNSHIP SCHOOL DISTRICT,08056,236.0,Rhode Island
4489,KINGSWAY REGIONAL SCHOOL DISTRICT,08056,427.0,New Jersey
4493,MOORESTOWN TOWNSHIP SCHOOL DISTRICT,08057,303.0,New Jersey
4505,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08060,285.0,Pennsylvania
4506,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08060,471.0,Pennsylvania
4508,EAST GREENWICH TOWNSHIP SCHOOL DISTRICT,08061,236.0,Rhode Island
4509,KINGSWAY REGIONAL SCHOOL DISTRICT,08061,427.0,New Jersey
4513,KINGSWAY REGIONAL SCHOOL DISTRICT,08062,427.0,New Jersey
4523,EAST GREENWICH TOWNSHIP SCHOOL DISTRICT,08066,236.0,Rhode Island
4525,KINGSWAY REGIONAL SCHOOL DISTRICT,08066,427.0,New Jersey
4531,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08068,285.0,Pennsylvania
4532,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08068,471.0,Pennsylvania
4574,EAST GREENWICH TOWNSHIP SCHOOL DISTRICT,08085,236.0,Rhode Island
4576,KINGSWAY REGIONAL SCHOOL DISTRICT,08085,427.0,New Jersey
4608,CLAYTON BOROUGH SCHOOL DISTRICT,08094,162.0,Missouri
4610,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08094,93.0,Massachusetts
4611,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08094,400.0,Wisconsin
4612,MONROE TOWNSHIP SCHOOL DISTRICT,08094,376.0,New Jersey
4644,CHERRY HILL TOWNSHIP SCHOOL DISTRICT,08108,411.0,New Jersey
4648,CHERRY HILL TOWNSHIP SCHOOL DISTRICT,08109,411.0,New Jersey
4749,CLAYTON BOROUGH SCHOOL DISTRICT,08312,162.0,Missouri
4764,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08322,93.0,Massachusetts
4765,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08322,400.0,Wisconsin
4772,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08328,93.0,Massachusetts
4773,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08328,400.0,Wisconsin
4781,HAMILTON TOWNSHIP SCHOOL DISTRICT,08330,241.0,Wisconsin
4796,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08343,93.0,Massachusetts
4797,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08343,400.0,Wisconsin
4802,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08344,93.0,Massachusetts
4803,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08344,400.0,Wisconsin
4820,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08360,93.0,Massachusetts
4821,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08360,400.0,Wisconsin
4833,HAMILTON TOWNSHIP SCHOOL DISTRICT,08501,241.0,Wisconsin
4837,MONTGOMERY TOWNSHIP SCHOOL DISTRICT,08502,52.0,New Jersey
4840,MANSFIELD TOWNSHIP SCHOOL DISTRICT,08505,204.0,Massachusetts
4842,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08505,285.0,Pennsylvania
4843,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08505,471.0,Pennsylvania
4850,SOUTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08512,117.0,New Jersey
4851,WEST WINDSOR-PLAINSBORO REGIONAL SCHOOL DISTRICT,08512,6.0,New Jersey
4859,ROBBINSVILLE TOWNSHIP SCHOOL DISTRICT,08520,114.0,New Jersey
4860,WEST WINDSOR-PLAINSBORO REGIONAL SCHOOL DISTRICT,08520,6.0,New Jersey
4862,HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT,08525,165.0,New Jersey
4867,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08528,93.0,Massachusetts
4868,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08528,400.0,Wisconsin
4869,SOUTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08528,117.0,New Jersey
4872,HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT,08530,165.0,New Jersey
4879,HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT,08534,165.0,New Jersey
4884,WEST WINDSOR-PLAINSBORO REGIONAL SCHOOL DISTRICT,08536,6.0,New Jersey
4885,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08540,93.0,Massachusetts
4886,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08540,400.0,Wisconsin
4887,HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT,08540,165.0,New Jersey
4889,MONTGOMERY TOWNSHIP SCHOOL DISTRICT,08540,52.0,New Jersey
4890,PRINCETON PUBLIC SCHOOLS,08540,17.0,New Jersey
4891,SOUTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08540,117.0,New Jersey
4892,WEST WINDSOR-PLAINSBORO REGIONAL SCHOOL DISTRICT,08540,6.0,New Jersey
4893,PRINCETON PUBLIC SCHOOLS,08542,17.0,New Jersey
4894,WEST WINDSOR-PLAINSBORO REGIONAL SCHOOL DISTRICT,08550,6.0,New Jersey
4901,MONTGOMERY TOWNSHIP SCHOOL DISTRICT,08553,52.0,New Jersey
4904,HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT,08558,165.0,New Jersey
4905,MONTGOMERY TOWNSHIP SCHOOL DISTRICT,08558,52.0,New Jersey
4915,HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT,08560,165.0,New Jersey
4916,ROBBINSVILLE TOWNSHIP SCHOOL DISTRICT,08561,114.0,New Jersey
4921,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08562,285.0,Pennsylvania
4922,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,08562,471.0,Pennsylvania
4924,HAMILTON TOWNSHIP SCHOOL DISTRICT,08609,241.0,Wisconsin
4927,HAMILTON TOWNSHIP SCHOOL DISTRICT,08610,241.0,Wisconsin
4929,HAMILTON TOWNSHIP SCHOOL DISTRICT,08611,241.0,Wisconsin
4933,HAMILTON TOWNSHIP SCHOOL DISTRICT,08619,241.0,Wisconsin
4936,HAMILTON TOWNSHIP SCHOOL DISTRICT,08620,241.0,Wisconsin
4939,HAMILTON TOWNSHIP SCHOOL DISTRICT,08629,241.0,Wisconsin
4942,HAMILTON TOWNSHIP SCHOOL DISTRICT,08638,241.0,Wisconsin
4953,HAMILTON TOWNSHIP SCHOOL DISTRICT,08690,241.0,Wisconsin
4954,ROBBINSVILLE TOWNSHIP SCHOOL DISTRICT,08690,114.0,New Jersey
4955,WEST WINDSOR-PLAINSBORO REGIONAL SCHOOL DISTRICT,08690,6.0,New Jersey
4956,HAMILTON TOWNSHIP SCHOOL DISTRICT,08691,241.0,Wisconsin
4958,ROBBINSVILLE TOWNSHIP SCHOOL DISTRICT,08691,114.0,New Jersey
4961,WALL TOWNSHIP SCHOOL DISTRICT,08720,366.0,New Jersey
4971,WALL TOWNSHIP SCHOOL DISTRICT,08724,366.0,New Jersey
4984,WALL TOWNSHIP SCHOOL DISTRICT,08736,366.0,New Jersey
4998,WALL TOWNSHIP SCHOOL DISTRICT,08750,366.0,New Jersey
5024,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08801,93.0,Massachusetts
5025,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08801,400.0,Wisconsin
5030,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08802,93.0,Massachusetts
5031,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08802,400.0,Wisconsin
5040,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08804,93.0,Massachusetts
5041,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08804,400.0,Wisconsin
5048,BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,08805,137.0,New Jersey
5049,BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,08807,137.0,New Jersey
5051,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08808,93.0,Massachusetts
5052,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08808,400.0,Wisconsin
5060,SOUTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08810,117.0,New Jersey
5064,EAST BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08816,265.0,New Jersey
5065,SOUTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08816,117.0,New Jersey
5066,EDISON TOWNSHIP SCHOOL DISTRICT,08817,59.0,New Jersey
5067,PISCATAWAY TOWNSHIP SCHOOL DISTRICT,08817,468.0,New Jersey
5068,EDISON TOWNSHIP SCHOOL DISTRICT,08820,59.0,New Jersey
5070,HILLSBOROUGH TOWNSHIP SCHOOL DISTRICT,08821,167.0,New Jersey
5075,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08822,93.0,Massachusetts
5076,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08822,400.0,Wisconsin
5081,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08823,93.0,Massachusetts
5082,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08823,400.0,Wisconsin
5083,SOUTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08824,117.0,New Jersey
5086,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08825,93.0,Massachusetts
5087,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08825,400.0,Wisconsin
5098,HAMPTON BOROUGH SCHOOL DISTRICT,08827,144.0,Pennsylvania
5110,EAST BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08831,265.0,New Jersey
5113,MONROE TOWNSHIP SCHOOL DISTRICT,08831,376.0,New Jersey
5114,SOUTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08831,117.0,New Jersey
5123,BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,08836,137.0,New Jersey
5124,EDISON TOWNSHIP SCHOOL DISTRICT,08837,59.0,New Jersey
5126,METUCHEN BOROUGH SCHOOL DISTRICT,08840,375.0,New Jersey
5128,HILLSBOROUGH TOWNSHIP SCHOOL DISTRICT,08844,167.0,New Jersey
5137,EAST BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08850,265.0,New Jersey
5140,SOUTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08852,117.0,New Jersey
5144,PISCATAWAY TOWNSHIP SCHOOL DISTRICT,08854,468.0,New Jersey
5164,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08867,93.0,Massachusetts
5165,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08867,400.0,Wisconsin
5170,BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,08869,137.0,New Jersey
5172,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08873,93.0,Massachusetts
5173,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08873,400.0,Wisconsin
5184,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08886,93.0,Massachusetts
5185,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08886,400.0,Wisconsin
5195,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08890,93.0,Massachusetts
5196,FRANKLIN TOWNSHIP SCHOOL DISTRICT,08890,400.0,Wisconsin
5199,EAST BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08902,265.0,New Jersey
5201,SOUTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,08902,117.0,New Jersey
5310,SOMERS CENTRAL SCHOOL DISTRICT,10501,429.0,New York
5311,ARDSLEY UNION FREE SCHOOL DISTRICT,10502,92.0,New York
5313,IRVINGTON UNION FREE SCHOOL DISTRICT,10503,67.0,New York
5314,BYRAM HILLS CENTRAL SCHOOL DISTRICT,10504,49.0,New York
5315,CHAPPAQUA CENTRAL SCHOOL DISTRICT,10504,85.0,New York
5316,BEDFORD CENTRAL SCHOOL DISTRICT,10504,447.0,New York
5317,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,10504,313.0,New York
5318,SOMERS CENTRAL SCHOOL DISTRICT,10505,429.0,New York
5319,BYRAM HILLS CENTRAL SCHOOL DISTRICT,10506,49.0,New York
5320,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,10506,128.0,New York
5321,BEDFORD CENTRAL SCHOOL DISTRICT,10506,447.0,New York
5322,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,10507,128.0,New York
5323,BEDFORD CENTRAL SCHOOL DISTRICT,10507,447.0,New York
5326,NORTH SALEM CENTRAL SCHOOL DISTRICT,10509,395.0,New York
5327,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,10510,95.0,New York
5328,CHAPPAQUA CENTRAL SCHOOL DISTRICT,10510,85.0,New York
5330,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,10510,271.0,New York
5337,NORTH SALEM CENTRAL SCHOOL DISTRICT,10512,395.0,New York
5339,BYRAM HILLS CENTRAL SCHOOL DISTRICT,10514,49.0,New York
5340,CHAPPAQUA CENTRAL SCHOOL DISTRICT,10514,85.0,New York
5341,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,10514,271.0,New York
5347,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,10518,128.0,New York
5348,NORTH SALEM CENTRAL SCHOOL DISTRICT,10519,395.0,New York
5349,CROTON-HARMON UNION FREE SCHOOL DISTRICT,10520,301.0,New York
5353,ARDSLEY UNION FREE SCHOOL DISTRICT,10522,92.0,New York
5362,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,10526,128.0,New York
5364,SOMERS CENTRAL SCHOOL DISTRICT,10527,429.0,New York
5365,HARRISON CENTRAL SCHOOL DISTRICT,10528,378.0,New York
5366,RYE CITY SCHOOL DISTRICT,10528,35.0,New York
5367,RYE NECK UNION FREE SCHOOL DISTRICT,10528,194.0,New York
5368,ARDSLEY UNION FREE SCHOOL DISTRICT,10530,92.0,New York
5369,EDGEMONT UNION FREE SCHOOL DISTRICT,10530,302.0,New York
5371,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,10532,313.0,New York
5374,ARDSLEY UNION FREE SCHOOL DISTRICT,10533,92.0,New York
5377,IRVINGTON UNION FREE SCHOOL DISTRICT,10533,67.0,New York
5379,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,10536,128.0,New York
5380,BEDFORD CENTRAL SCHOOL DISTRICT,10536,447.0,New York
5381,SOMERS CENTRAL SCHOOL DISTRICT,10536,429.0,New York
5384,MAMARONECK UNION FREE SCHOOL DISTRICT,10538,126.0,New York
5386,SCARSDALE UNION FREE SCHOOL DISTRICT,10538,73.0,New York
5391,SOMERS CENTRAL SCHOOL DISTRICT,10541,429.0,New York
5392,MAMARONECK UNION FREE SCHOOL DISTRICT,10543,126.0,New York
5393,RYE NECK UNION FREE SCHOOL DISTRICT,10543,194.0,New York
5394,SCARSDALE UNION FREE SCHOOL DISTRICT,10543,73.0,New York
5396,CHAPPAQUA CENTRAL SCHOOL DISTRICT,10546,85.0,New York
5401,BYRAM HILLS CENTRAL SCHOOL DISTRICT,10549,49.0,New York
